,Latitude,Longitude,,sum paid,jan_r,feb_r,mar_r,apr_r,may_r,jun_r,jul_r,aug_r,sep_r,oct_r,nov_r,dec_r,avg_r,jan_t,feb_t,mar_t,apr_t,may_t,jun_t,jul_t,aug_t,sep_t,oct_t,nov_t,dec_t,WaterBody,SLChange
11,17.7,-64.8,"(17.7, -64.8)",17048636,6.727496917,7.097165992,9.026963658,9.929802956,11.74332172,10.88790233,11.6259542,14.48208092,21.68446026,17.16168328,22.62004662,11.8891455,12.90633536,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
12,17.7,-64.7,"(17.7, -64.7)",17048636,6.727496917,7.097165992,9.026963658,9.929802956,11.74332172,10.88790233,11.6259542,14.48208092,21.68446026,17.16168328,22.62004662,11.8891455,12.90633536,22.43833747,24.33802178,33.64007444,45.89717949,57.93904053,67.27470085,71.41215881,69.22208437,61.74876068,50.05690653,38.60858974,27.81381307,atl,18.47131
13,17.7,-64.6,"(17.7, -64.6)",17048636,6.727496917,7.097165992,9.026963658,9.929802956,11.74332172,10.88790233,11.6259542,14.48208092,21.68446026,17.16168328,22.62004662,11.8891455,12.90633536,22.43833747,24.33802178,33.64007444,45.89717949,57.93904053,67.27470085,71.41215881,69.22208437,61.74876068,50.05690653,38.60858974,27.81381307,atl,18.47131
14,17.8,-64.8,"(17.8, -64.8)",591397.74,6.727496917,7.097165992,9.026963658,9.929802956,11.74332172,10.88790233,11.6259542,14.48208092,21.68446026,17.16168328,22.62004662,11.8891455,12.90633536,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
15,17.8,-64.7,"(17.8, -64.7)",6840532.4,6.727496917,7.097165992,9.026963658,9.929802956,11.74332172,10.88790233,11.6259542,14.48208092,21.68446026,17.16168328,22.62004662,11.8891455,12.90633536,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
16,17.8,-64.6,"(17.8, -64.6)",17048636,6.727496917,7.097165992,9.026963658,9.929802956,11.74332172,10.88790233,11.6259542,14.48208092,21.68446026,17.16168328,22.62004662,11.8891455,12.90633536,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
17,18,-67.2,"(18, -67.2)",3137696.15,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
18,18,-67.1,"(18, -67.1)",3137696.15,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
19,18,-67,"(18, -67)",86100.58,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
20,18,-66.9,"(18, -66.9)",3137696.15,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
21,18,-66.8,"(18, -66.8)",3137696.15,7.694957983,8.299090909,12.1773555,22.2300813,24.80449251,14.53507341,21.00711462,26.63776635,37.09829407,33.03942953,20.69686411,8.083756345,19.69202305,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
22,18,-66.7,"(18, -66.7)",126078.8,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
23,18,-66.6,"(18, -66.6)",1080325.75,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
24,18,-66.5,"(18, -66.5)",1080325.75,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
25,18,-66.4,"(18, -66.4)",6429.39,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
26,18,-66.3,"(18, -66.3)",6429.39,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
27,18,-66.2,"(18, -66.2)",6429.39,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
28,18,-66.1,"(18, -66.1)",6429.39,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
29,18,-66,"(18, -66)",3137696.15,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
30,18,-65.9,"(18, -65.9)",568358.59,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
31,18,-65.8,"(18, -65.8)",591397.74,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
32,18.1,-67.2,"(18.1, -67.2)",199970.02,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
33,18.1,-67.1,"(18.1, -67.1)",199970.02,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
34,18.1,-67,"(18.1, -67)",199970.02,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
35,18.1,-66.7,"(18.1, -66.7)",199970.02,7.694957983,8.299090909,12.1773555,22.2300813,24.80449251,14.53507341,21.00711462,26.63776635,37.09829407,33.03942953,20.69686411,8.083756345,19.69202305,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
36,18.1,-66.6,"(18.1, -66.6)",199970.02,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
37,18.1,-66.5,"(18.1, -66.5)",199970.02,3.030868629,3.584026622,5.814788227,7.567776917,11.39459865,7.007570023,8.170168067,14.46866097,17.58452951,17.62889066,12.69600652,4.044267054,9.416012654,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
38,18.1,-66.4,"(18.1, -66.4)",18181.74,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
39,18.1,-66.3,"(18.1, -66.3)",46244.93,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
40,18.1,-66.2,"(18.1, -66.2)",46244.93,16.91278195,13.39386602,17.03213752,25.51353638,25.16640747,9.685337727,14.46923077,20.94144838,31.40982287,27.50866142,27.2287793,21.20941176,20.87261846,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
41,18.1,-66.1,"(18.1, -66.1)",46244.93,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
42,18.1,-66,"(18.1, -66)",199970.02,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
43,18.1,-65.9,"(18.1, -65.9)",1380054.79,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
44,18.1,-65.8,"(18.1, -65.8)",1380054.79,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
45,18.1,-65.5,"(18.1, -65.5)",1380054.79,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
46,18.2,-67.2,"(18.2, -67.2)",0,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
47,18.2,-67.1,"(18.2, -67.1)",0,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
48,18.2,-67,"(18.2, -67)",0,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
49,18.2,-66.8,"(18.2, -66.8)",0,7.694957983,8.299090909,12.1773555,22.2300813,24.80449251,14.53507341,21.00711462,26.63776635,37.09829407,33.03942953,20.69686411,8.083756345,19.69202305,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
50,18.2,-66.7,"(18.2, -66.7)",0,7.694957983,8.299090909,12.1773555,22.2300813,24.80449251,14.53507341,21.00711462,26.63776635,37.09829407,33.03942953,20.69686411,8.083756345,19.69202305,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
51,18.2,-66.6,"(18.2, -66.6)",0,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
52,18.2,-66.4,"(18.2, -66.4)",0,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
53,18.2,-66.3,"(18.2, -66.3)",0,16.91278195,13.39386602,17.03213752,25.51353638,25.16640747,9.685337727,14.46923077,20.94144838,31.40982287,27.50866142,27.2287793,21.20941176,20.87261846,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
54,18.2,-66.2,"(18.2, -66.2)",0,16.91278195,13.39386602,17.03213752,25.51353638,25.16640747,9.685337727,14.46923077,20.94144838,31.40982287,27.50866142,27.2287793,21.20941176,20.87261846,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
55,18.2,-66.1,"(18.2, -66.1)",0,11.69122807,9.297021277,10.92408985,17.24621849,22.32800673,15.86093888,16.12529551,18.20677966,24.05180921,25.78212291,27.87264957,17.05906481,18.03710208,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
56,18.2,-66,"(18.2, -66)",0,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
57,18.2,-65.9,"(18.2, -65.9)",0,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
58,18.2,-65.8,"(18.2, -65.8)",0,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
59,18.2,-65.7,"(18.2, -65.7)",0,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
60,18.2,-65.6,"(18.2, -65.6)",0,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
61,18.2,-65.4,"(18.2, -65.4)",0,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
62,18.3,-67.3,"(18.3, -67.3)",10864.15,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
63,18.3,-67.2,"(18.3, -67.2)",10864.15,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
64,18.3,-67.1,"(18.3, -67.1)",10864.15,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
65,18.3,-67,"(18.3, -67)",414808.45,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
66,18.3,-66.9,"(18.3, -66.9)",525140.28,13.74431301,13.18650794,11.79254302,17.36913357,27.16839135,24.56529517,25.94688027,28.50325203,35.40112465,28.76373626,28.9299691,18.61388074,22.83208559,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
67,18.3,-66.8,"(18.3, -66.8)",525140.28,16.02777778,7.120689655,11.15873016,16.05555556,22.20967742,7.848101266,9.816901408,20.26666667,33.31081081,34.65384615,16.3271028,3.6,16.53298831,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
68,18.3,-66.7,"(18.3, -66.7)",525140.28,16.02777778,7.120689655,11.15873016,16.05555556,22.20967742,7.848101266,9.816901408,20.26666667,33.31081081,34.65384615,16.3271028,3.6,16.53298831,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
69,18.3,-66.6,"(18.3, -66.6)",525140.28,12.82436011,12.88822355,9.747883349,14.36891386,23.67153285,20.74787535,20.56330749,25.16952209,32.21028037,33.5187901,32.83257091,19.28197946,21.48543662,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
70,18.3,-66.5,"(18.3, -66.5)",525140.28,16.02777778,7.120689655,11.15873016,16.05555556,22.20967742,7.848101266,9.816901408,20.26666667,33.31081081,34.65384615,16.3271028,3.6,16.53298831,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
71,18.3,-66.4,"(18.3, -66.4)",23768.93,16.02777778,7.120689655,11.15873016,16.05555556,22.20967742,7.848101266,9.816901408,20.26666667,33.31081081,34.65384615,16.3271028,3.6,16.53298831,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
72,18.3,-66.3,"(18.3, -66.3)",0,16.91278195,13.39386602,17.03213752,25.51353638,25.16640747,9.685337727,14.46923077,20.94144838,31.40982287,27.50866142,27.2287793,21.20941176,20.87261846,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
73,18.3,-66.2,"(18.3, -66.2)",0,16.91278195,13.39386602,17.03213752,25.51353638,25.16640747,9.685337727,14.46923077,20.94144838,31.40982287,27.50866142,27.2287793,21.20941176,20.87261846,68.24805624,70.27731397,72.63407775,76.0791453,79.7853598,82.59525641,83.8751861,84.02200165,82.7917094,79.76162117,74.79991453,70.84772539,atl,18.47131
